COEMF REQUEST#,CIE,VENDOR,VENDOR PART #,Part# found in SAP Desc,Material Group,CLASS ID,CLASS DESCRIPTION,SAP PARTS DESCRIPTION FR,SAP PARTS DESCRIPTION EN,LENGTH,PCMC#,COMMENTS,STATUS,SAP#,RESP
361,3411,Norgren,R24-400-RNCA,,,,,REGULATEUR PRESS NORGREN/R24-400-RNCA,REGULATOR PRESS NORGREN/R24-400-RNCA,37/36,NORGREN / R24-400-RNCA,v527,PROD,90015163,
361,3411,Parker,33400105,,,,,KIT REPARAT PARKER/33400105,REPAIR KIT PARKER/33400105,27/26,PARKER / 33400105,v527,PROD,90015164,
361,3411,Montalvo,V4512,,,,,TAMPONS FRICTION MONTALVO/V4512,FRICTION PADS MONTALVO/V4512,31/28,MONTALVO / V4512,v527,PROD,90015165,
361,3411,NUMATICS,L2-K1,,,,,KIT REPARAT NUMATICS/L2-K1,REPAIR KIT NUMATICS/L2-K1,26/25,NUMATICS / L2-K1,v527,PROD,90015166,
361,3411,Clippard,IND-3-RD,,,,,INDIC PRESSION CLIPPARD/IND-3-RD,PRESSURE INDIC CLIPPARD/IND-3-RD,32/32,CLIPPARD / IND-3-RD,v527,PROD,90015167,
361,3411,Molex,1301170051,,,,,SUPPORT CABLE MOLEX/1301170051,CABLE CONDUIT BRACKET MOLEX/1301170051,30/38,MOLEX / 1301170051,v527,PROD,90015168,
361,3411,Molex,1301170052,,,,,JOINT SUPPORT CABLE MOLEX/1301170052,CABLE CONDUIT JOINT MOLEX/1301170052,36/36,MOLEX / 1301170052,v527,PROD,90015169,
361,3411,Molex,1301170050,,,,,EMBOUT SUPPORT CABLE MOLEX/1301170050,CABLE CONDUIT END MOLEX/1301170050,37/34,MOLEX / 1301170050,v527,PROD,90015170,
361,3411,Haskel,HAA31-2.5-N,,,,,AMPLIFICATEUR AIR HASKEL/HAA31-2.5-N,AIR AMPLIFIER HASKEL/HAA31-2.5-N,36/32,HASKEL / HAA31-2.5-N,v527,PROD,90015171,
361,3411,SMC,KQ2T06-U01A        ,,,,,RACC T T-V-T 6MM SMC/KQ2T06-U01A,FITT T TU-TH-TU 6MM SMC/KQ2T06-U01A,32/35,SMC / KQ2T06-U01A        ,v527,PROD,90015172,
361,3411,Combiflex,999-800-0150,,,,,RACC T T-V-T 6MM COMBIFLEX/999-800-0150,FITT T TU-TH-TU 6 COMBIFLEX/999-800-0150,39/40,COMBIFLEX / 999-800-0150,v527,PROD,90015173,
361,3411,Combiflex,999-800-0116,,,,,RACC L VANNE COMBIFLEX/999-800-0116,FITT L VALVE COMBIFLEX/999-800-0116,35/35,COMBIFLEX / 999-800-0116,v527,PROD,90015174,
361,3411,Foster ,3103,,,,,RACC QD-NPT 0.25PO FM FOSTER /3103,FITT QD-NPT 0.25IN FM FOSTER /3103,34/34,FOSTER  / 3103,v527,PROD,90015175,
361,3411,Foster ,3003,90009535,,,,RACC QD-NPT 0.25PO FF FOSTER /3003,FITT QD-NPT 0.25IN FF FOSTER /3003,34/34,FOSTER  / 3003,v527,PROD,90015176,
361,3411,Foster ,3703,,,,,RACC QD-BRB 0.375PO FM FOSTER /3703,FITT QD-HOS 0.375IN FOSTER /3703,35/32,FOSTER  / 3703,v527,PROD,90015177,
361,3411,Foster ,10-3,90012529,,,,RACC QD-NPT 0.25PO MM FOSTER /10-3,FITT QD-NPT 0.25IN MM FOSTER /10-3,34/34,FOSTER  / 10-3,v527,PROD,90015178,
361,3411,Oetiker,20500110,,,,,ECHANGEUR OETIKER/20500110,INTERCHANGE OETIKER/20500110,26/28,OETIKER / 20500110,v527,PROD,90015179,
361,3411,Oetiker,20500311,,,,,RACC QD-NPT 0.25PO PIV OETIKER/20500311,FITT QD-NPT 0.25PO SWV OETIKER/20500311,39/39,OETIKER / 20500311,v527,PROD,90015180,
361,#N/A,Alkon,AQ69-PS-8X6,,,,,RACC 90D 0.5X0.375PO ALKON/AQ69-PS-8X6,FITT 90D 0.5X0.375IN ALKON/AQ69-PS-8X6,38/38,ALKON / AQ69-PS-8X6,v527,PROD,90015181,
361,3411,Alkon,AQ68-P-8X6,,,,,RACC UNION 0.5X0.375PO ALKON/AQ68-P-8X6,FITT UNION 0.5X0.375IN ALKON/AQ68-P-8X6,39/39,ALKON / AQ68-P-8X6,v527,PROD,90015182,
361,3411,Alkon,AQ69-PS-8X8,,,,,RACC 90D 0.5PO ALKON/AQ69-PS-8X8,FITT 90D 0.5IN ALKON/AQ69-PS-8X8,32/32,ALKON / AQ69-PS-8X8,v527,PROD,90015183,
361,3411,Alkon,AQ68-P-8X8,,,,,RACC TUB-NPT 0.5PO ALKON/AQ68-P-8X8,FITT TUB-NPT 0.5IN ALKON/AQ68-P-8X8,35/35,ALKON / AQ68-P-8X8,v527,PROD,90015184,
361,3411,Alkon,AQ82-P-6,,,,,RACC TUB-NPT 0.375PO ALKON/AQ82-P-6,FITT TUB-NPT 0.375IN ALKON/AQ82-P-6,35/35,ALKON / AQ82-P-6,v527,PROD,90015185,
361,3411,alkon,AQ72-PS-6X4,,,,,RACC T T-N-T 0.375PO ALKON/AQ72-PS-6X4,FITT TEE T-N-T 0.375IN ALKON/AQ72-PS-6X4,38/40,ALKON / AQ72-PS-6X4,v527,PROD,90015186,
361,3411,alkon,AQ64-P-6,,,,,RACC T TUB 0.375X0.25PO ALKON/AQ64-P-6,FITT T TUB 0.375X0.25IN ALKON/AQ64-P-6,38/38,ALKON / AQ64-P-6,v527,PROD,90015187,
361,3411,INNOVATIVE CONTROL SOLUTIONS,111B-121NA,90015188,,,,VALVE INNOVATIVE CONTROL SOL 111B-121NA,VALVE INNOVATIVE CONTROL SOL 111B-121NA,39/39,INNOVATIVE CONTROL SOLUTIONS / 111B-121NA,v527,PROD,90015188,
361,3411,INNOVATIVE CONTROL SOLUTIONS,PME-111BAAA,90015189,,,,VALVE INNOVATIVE CONTROL SOL PME-111BAAA,VALVE INNOVATIVE CONTROL SOL PME-111BAAA,40/40,INNOVATIVE CONTROL SOLUTIONS / PME-111BAAA,v527,PROD,90015189,
361,3411,INNOVATIVE CONTROL SOLUTIONS,45A-L00-DDAJ-1FM,90015190,,,,VALVE INNOVATIVE CTRL 45A-L00-DDAJ-1FM,VALVE INNOVATIVE CTRL 45A-L00-DDAJ-1FM,38/38,INNOVATIVE CONTROL SOLUTIONS / 45A-L00-DDAJ-1FM,v527,PROD,90015190,
361,3411,INNOVATIVE CONTROL SOLUTIONS,16337,90015191,,,,JOINT PRESSION INNOVATIVE CTRL SOL 16337,SEAL PRESSURE INNOVATIVE CTRL SOL 16337,40/39,INNOVATIVE CONTROL SOLUTIONS / 16337,v527,PROD,90015191,
361,3411,INNOVATIVE CONTROL SOLUTIONS,922B-PM-111BA,90015192,,,,VALVE INNOVATIVE CTRL SOL 922B-PM-111BA ,VALVE INNOVATIVE CTRL SOL 922B-PM-111BA,40/39,INNOVATIVE CONTROL SOLUTIONS / 922B-PM-111BA,v527,PROD,90015192,
361,3411,NSK CANADA INC,R20ZZ,90015193,,,,RLMNT BILLE RAD NSK CANADA INC R20ZZ,BRG BALL RADIAL NSK CANADA INC R20ZZ,36/36,NSK CANADA INC / R20ZZ,v527,PROD,90015193,
361,3411,TECKNO VALVES RS INC,237-569,90015194,,,,SOLENOIDE ASS TECKNO VALVE RS 237-569,SOLENOID ASSY TECKNO VALVE RS 237-569,37/37,TECKNO VALVES RS INC / 237-569,v527,PROD,90015194,
361,3411,INNOVATIVE CONTROL SOLUTIONS,82A-AC-000-TM-DAAP-1DA,90015195,,,,VL INNOVATIV CTRL 82A-AC-000-TM-DAAP-1DA,VL INNOVATIV CTRL 82A-AC-000-TM-DAAP-1DA,40/40,INNOVATIVE CONTROL SOLUTIONS / 82A-AC-000-TM-DAAP-1DA,v527,PROD,90015195,
361,3411,KOYO CANADA INC,TRB-1220,90015196,,,,RONDELLE KOYO CANADA INC TRB-1220,WASHER TRUST KOYO CANADA INC TRB-1220,33/37,KOYO CANADA INC / TRB-1220,v527,PROD,90015196,
361,3411,GARNDER SPRING,MW1004-011,90015197,,,,RESSORT GARNDER SPRING MW1004-011,SPRING WAVE GARDNER SPRING MW1004-011,33/37,GARNDER SPRING / MW1004-011,v527,PROD,90015197,
361,3411,MARTIN SPROCKET AND GEAR CDNA,80A13,90015278,,,,PIGNON MARTIN SPROCKET & GEAR 80A13,SPROCKET MARTIN SPROCKET & GEAR 80A13,35/37,MARTIN SPROCKET AND GEAR CDNA / 80A13,v527,PROD,90015278,
361,3411,NSK CANADA INC,SFT1.1/2EC,90015279,,,,RLMNT BILLE BR NSK CANADA INC SFT1.1/2EC,BRG BALL FLANGE NSK CAN INC SFT1.1/2EC,40/38,NSK CANADA INC / SFT1.1/2EC,v527,PROD,90015279,
361,3411,NSK CANADA INC,SF1.3/8EC,90015280,,,,RLMNT BILLE BR NSK CANADA INC SF1.3/8EC,BRG BALL FLANGE NSK CAN INC SF1.3/8EC,39/37,NSK CANADA INC / SF1.3/8EC,v527,PROD,90015280,
361,3411,NSK CANADA INC,NP1.15/16EC,90015281,,,,RLMNT BILLE PA NSK CAN INC NP1.15/16EC,BRG BALL PB NSK CANADA INC NP1.15/16EC,38/38,NSK CANADA INC / NP1.15/16EC,v527,PROD,90015281,
361,3411,NSK CANADA INC,3212B-2RSRTNGC3,90015282,,,,RLMNT OBLIQUE NSK CA INC 3212B-2RSRTNGC3,BRG DR ANG NSK CAN INC 3212B-2RSRTNGC3,40/38,NSK CANADA INC / 3212B-2RSRTNGC3,v527,PROD,90015282,
361,3411,MARTIN SPROCKET AND GEAR CDNA,40BS20H 1 3/4,90015283,,,,PIGNON MARTIN SPKT & GEAR 40BS20H 1 3/4 ,SPROCKET MARTIN SPKT&GEAR 40BS20H 1 3/4,40/39,MARTIN SPROCKET AND GEAR CDNA / 40BS20H 1 3/4,v527,PROD,90015283,
361,3411,MARTIN SPROCKET AND GEAR CDNA,40BS20 1,90015284,,,,PIGNON MARTIN SPROCKET &GEAR 40BS20 1 ,SPROCKET MARTIN SPROCKET &GEAR 40BS20 1,38/39,MARTIN SPROCKET AND GEAR CDNA / 40BS20 1,v527,PROD,90015284,
361,3411,KOYO CANADA INC,B-1412,90015285,,,,RLMNT AIGUILLE KOYO CANADA INC B-1412,BRG ROLL NEEDLE KOYO CANADA INC B-1412,37/38,KOYO CANADA INC / B-1412,v527,PROD,90015285,
361,3411,NSK CANADA INC,NP2EC,90015286,,,,RLMNT BILLE PA NSK CANADA INC NP2EC,BRG BALL PB NSK CANADA INC NP2EC,35/32,NSK CANADA INC / NP2EC,v527,PROD,90015286,
361,3411,MARTIN SPROCKET AND GEAR CDNA,SD11/2,90015287,,,,BAGUE DÉCO MARTIN SPROCKET & GEAR SD11/2,BUSHING QD MARTIN SPROCKET & GEAR SD11/2,40/40,MARTIN SPROCKET AND GEAR CDNA / SD11/2,v527,PROD,90015287,
361,3411,TECKNO VALVES RS INC,4FC3B,90015333,,,,CONTROLE DÉBIT TECKNO VALVES RS 4FC3B,CONTROL FLOW TECKNO VALVES RS INC 4FC3B,37/39,TECKNO VALVES RS INC / 4FC3B,v527,PROD,90015333,
361,3411,NSK CANADA INC,SFT1.7/16,90015334,,,,RLMNT BILLE BR NSK CANADA INC SFT1.7/16,BRG BALL FLANGE NSK CANADA INC SFT1.7/16,39/40,NSK CANADA INC / SFT1.7/16,v527,PROD,90015334,
361,3411,NSK CANADA INC,NP1.1/4,90015335,,,,RLMNT BILLE PA NSK CANADA INC NP1.1/4,BRG BALL PB NSK CANADA INC NP1.1/4,37/34,NSK CANADA INC / NP1.1/4,v527,PROD,90015335,
361,3411,NSK CANADA INC,ST1.7/16,90015336,,,,RLMNT BILLE ML NSK CANADA INC ST1.7/16,BRG BALL TAKE-UP NSK CANADA INC ST1.7/16,38/40,NSK CANADA INC / ST1.7/16,v527,PROD,90015336,
361,3411,NSK CANADA INC,NP1.1/2,90015337,,,,RLMNT BILLE PA NSK CANADA INC NP1.1/2,BRG BALL PB NSK CANADA INC NP1.1/2,37/34,NSK CANADA INC / NP1.1/2,v527,PROD,90015337,
361,3411,NSK CANADA INC,ST1.3/8,90015338,,,,RLMNT BILLE ML NSK CANADA INC ST1.3/8,BRG BALL TAKE-UP NSK CANADA INC ST1.3/8,37/39,NSK CANADA INC / ST1.3/8,v527,PROD,90015338,
361,3411,NTN BEARING CORP OF CANADA LTD,LM67048,90014829,,,,RLMNT CONE NTN BEARING CORP CA LM67048,BRG CONE NTN BEARING CORP OF CA LM6048,38/38,NTN BEARING CORP OF CANADA LTD / LM67048,v527,PROD,90015339,
361,3411,SKF CANADA,HA313,90015340,,,,MANCHON ADAPTATION SKF CANADA HA313,SLEEVE ADAPTER SKF CANADA HA313,35/31,SKF CANADA / HA313,v527,PROD,90015340,
361,3411,KOYO CANADA INC,HJ-405224,90015341,,,,RLMNT AIGUILLE KOYO CANADA INC HJ-405224,BRG NEEDLE KOYO CANADA INC HJ-405224,40/36,KOYO CANADA INC / HJ-405224,v527,PROD,90015341,
361,3411,CARDONE,40152B,90015342,,,,MOTEUR ESSUIE-GLACE CARDONE 40152B,MOTOR WIPER FRONT CARDONE 40152B,34/32,CARDONE / 40152B,v527,PROD,90015342,
361,3411,NSK CANADA INC,MFC1.15/16,90015298,,,,RLMNT BILLE BP NSK CANADA INC MFC1.15/16,BRG BALL FL  NSK CANADA INC MFC1.15/16,40/38,NSK CANADA INC / MFC1.15/16,v527,PROD,90015298,
361,3411,TIMKEN CANADA LP,3048-8MPT-35,90015299,,,,COURROIE SYNC TIMKEN CA LP 3048-8MPT-35,BELT DRIVE SYNC TIMKEN CA 3048-8MPT-35,39/38,TIMKEN CANADA LP / 3048-8MPT-35,v527,PROD,90015299,
361,3411,MARTIN SPROCKET AND GEAR CDNA,SHL099/100,90015300,,,,ARAIGNÉ MARTIN SPROCKET &GEAR SHL099/100,SPIDER MARTIN SPROCKET & GEAR SHL099/100,40/40,MARTIN SPROCKET AND GEAR CDNA / SHL099/100,v527,PROD,90015300,
361,3411,MARTIN SPROCKET AND GEAR CDNA,14L075,90015301,,,,POULIE MARTIN SPROCKET & GEAR 14L075,PULLEY MARTIN SPROCKET & GEAR 14L075,36/36,MARTIN SPROCKET AND GEAR CDNA / 14L075,v527,PROD,90015301,
361,3411,MARTIN SPROCKET AND GEAR CDNA,SRL099/100,90015302,,,,ARAIGNÉ MARTIN SPROCKET &GEAR SRL099/100,SPIDER MARTIN SPROCKET & GEAR SRL099/100,40/40,MARTIN SPROCKET AND GEAR CDNA / SRL099/100,v527,PROD,90015302,
361,3411,MARTIN SPROCKET AND GEAR CDNA,ML 100 7/8 ,,,,,MOYEU ACC MARTIN SPROCKET GEAR ML100 7/8,HUB CPL MARTIN SPROCKET &GEAR ML100 7/8,40/39,MARTIN SPROCKET AND GEAR CDNA / ML 100 7/8 ,v527,PROD,90015303,
361,3411,NORGREN,R07200RNEA,90015304,,,,RÉGULATEUR MINI NORGREN R07200RNEA,REGULATOR MINI NORGREN R07200RNEA,34/33,NORGREN / R07200RNEA,v527,PROD,90015304,
361,3411,TECKNO VALVES RS INC,L22BA4520000030,90015305,,,,VALVE TECKNO VALVES RS L22BA4520000030,VALVE TECKNO VALVES RS L22BA4520000030,38/38,TECKNO VALVES RS INC / L22BA4520000030,v527,PROD,90015305,
361,3411,MARTIN SPROCKET AND GEAR CDNA,50BS10 7/8,,,,,PIGNON MARTIN SPROCKET & GEAR 50BS10 7/8,SPROCKET MARTIN SPROCKET &GEAR 50BS107/8,40/40,MARTIN SPROCKET AND GEAR CDNA / 50BS10 7/8,v527,PROD,90015306,
361,3411,MARTIN SPROCKET AND GEAR CDNA,50BS30 7/8,,,,,PIGNON MARTIN SPROCKET & GEAR 50BS30 7/8,SPROCKET MARTIN SPROCKET &GEAR 50BS307/8,40/40,MARTIN SPROCKET AND GEAR CDNA / 50BS30 7/8,v527,PROD,90015307,
361,3411,KOYO CANADA INC,NTA-1220,90015308,,,,RLMNT AIGUILLE KOYO CANADA INC NTA-1220,BRG NEEDLE KOYO CANADA INC NTA-1220,39/35,KOYO CANADA INC / NTA-1220,v527,PROD,90015308,
361,3411,NTN BEARING CORP OF CANADA LTD,UCP313-208D1,90015309,,,,BOITIER NTN BEARIN CORP CAN UCP313-208D1,HOUSING NTN BEARING CORP CA UCP313-208D1,40/40,NTN BEARING CORP OF CANADA LTD / UCP313-208D1,v527,PROD,90015309,
361,3411,MAHLE,PI 4208 PS VST 25,90015310,,,,ELEMENT FILTRANT MAHLE PI 4208 PS VST 25,FILTER ELEMENT MAHLE PI 4208 PS VST 25,40/38,MAHLE / PI 4208 PS VST 25,v527,PROD,90015310,
361,3411,MARTIN SPROCKET AND GEAR CDNA,8018CHN,90015311,,,,CHAINE CPL MARTIN SPROCKET &GEAR 8018CHN,CHAIN CPL MARTIN SPROCKET &GEAR 8018CHN,40/39,MARTIN SPROCKET AND GEAR CDNA / 8018CHN,v527,PROD,90015311,
361,3411,MARTIN SPROCKET AND GEAR CDNA,10018CHN,90015312,,,,CHAINE CP MARTIN SPROCKET &GEAR 10018CHN,CHAIN CPL MARTIN SPROCKET &GEAR 10018CHN,40/40,MARTIN SPROCKET AND GEAR CDNA / 10018CHN,v527,PROD,90015312,
361,3411,NOPAK CANADA INC,EPC-500-1.38A,90015313,,,,CYL NFPA NOPAK CANADA INC EPC-500-1.38A,CYL NFPA NOPAK CANADA INC EPC-500-1.38A,39/39,NOPAK CANADA INC / EPC-500-1.38A,v527,PROD,90015313,
361,3411,MARTIN SPROCKET AND GEAR CDNA,ML090 X 7/8 ,,,,,MOYEU ACC MARTIN SPROCKET&GEAR ML090 7/8,HUB CPL MARTIN SPROCKET &GEAR ML090 7/8,40/39,MARTIN SPROCKET AND GEAR CDNA / ML090 X 7/8 ,v527,PROD,90015314,
361,3411,MARTIN SPROCKET AND GEAR CDNA,SRL075,90015315,,,,ARAIGNÉ MARTIN SPROCKET &GEAR SRL075,SPIDER MARTIN SPROCKET &GEAR SRL075,36/35,MARTIN SPROCKET AND GEAR CDNA / SRL075,v527,PROD,90015315,
361,3411,MARTIN SPROCKET AND GEAR CDNA,ML0755/8,,,,,MOYEU ACC MARTIN SPROCKET&GEAR ML075 5/8,HUB CPL MARTIN SPROCKET &GEAR ML075 5/8,40/39,MARTIN SPROCKET AND GEAR CDNA / ML0755/8,v527,PROD,90015316,
361,3411,MARTIN SPROCKET AND GEAR CDNA,SRL090/095,90015317,,,,ARAIGNÉ MARTIN SPROCKET &GEAR SRL090/095,SPIDER MARTIN SPROCKET &GEAR SRL090/095,40/39,MARTIN SPROCKET AND GEAR CDNA / SRL090/095,v527,PROD,90015317,
361,3411,MARTIN SPROCKET AND GEAR CDNA,80BS32215/16,90015318,,,,PIGNON MARTIN SPROCKET&GEAR 80BS32215/16,SPROCKET MARTIN SPKT &GEAR 80BS32215/16,40/39,MARTIN SPROCKET AND GEAR CDNA / 80BS32215/16,v527,PROD,90015318,
361,3411,MARTIN SPROCKET AND GEAR CDNA,80BS60215/16,90015319,,,,PIGNON MARTIN SPROCKET&GEAR 80BS60215/16,SPROCKET MARTIN SPKT &GEAR 80BS60215/16,40/39,MARTIN SPROCKET AND GEAR CDNA / 80BS60215/16,v527,PROD,90015319,
361,3411,NSK CANADA INC,22219EAE4C3,90015320,,,,RLMNT SPH NSK CANADA INC 22219EAE4C3,BRG SPHERICAL NSK CANADA INC 22219EAE4C3,36/40,NSK CANADA INC / 22219EAE4C3,v527,PROD,90015320,
361,3411,MARTIN SPROCKET AND GEAR CDNA,8018SEAL,90015321,,,,MANCHON MARTIN SPROCKET &GEAR 8018SEAL,SLEEVE MARTIN SPROCKET & GEAR 8018SEAL,38/38,MARTIN SPROCKET AND GEAR CDNA / 8018SEAL,v527,PROD,90015321,
361,3411,NSK CANADA INC,SFT1,90015279,,,,RLMNT BILLE BR NSK CANADA INC SFT1,BRG BALL FLANGE NSK CANADA INC SFT1,34/35,NSK CANADA INC / SFT1,v527,PROD,90015322,
361,3411,NSK CANADA INC,NP2.15/16,90015323,,,,RLMNT BILLE PA NSK CANADA INC NP2.15/16,BRG BALL PB NSK CANADA INC NP2.15/16,39/36,NSK CANADA INC / NP2.15/16,v527,PROD,90015323,
361,3411,NSK CANADA INC,NP2.7/16DEC,90015324,,,,RLMNT BILLE PA NSK CAN INC NP2.7/16DEC,BRG BALL PB NSK CANADA INC NP2.7/16DEC,38/38,NSK CANADA INC / NP2.7/16DEC,v527,PROD,90015324,
361,3411,RENOLD CANADA LIMITE,00152136,90015325,,,,MAILLON CONX RENOLD CA LIMITE 00152136,LINK CONN RENOLD CANADA LIMITE 00152136,38/39,RENOLD CANADA LIMITE / 00152136,v527,PROD,90015325,
361,3411,NSK CANADA INC,SF1EC,90015326,,,,RLMNT BILLE PA NSK CANADA INC SF1EC,BRG BALL FLANGE NSK CANADA INC SF1EC,35/36,NSK CANADA INC / SF1EC,v527,PROD,90015326,
361,3411,NSK CANADA INC,1217-5/8ECG,90015327,,,,RLMNT BILLE NSK CANADA INC 1217-5/8ECG,BRG BALL NSK CANADA INC 1217-5/8ECG,38/35,NSK CANADA INC / 1217-5/8ECG,v527,PROD,90015327,
361,3411,NSK CANADA INC,6205DDU,90015328,,,,RLMNT BILLE RAD NSK CANADA INC 6205DDU,BRG BALL RADIAL NSK CANADA INC 6205DDU,38/38,NSK CANADA INC / 6205DDU,v527,PROD,90015328,
361,3411,NSK CANADA INC,MFC2.3/4,90015329,,,,RLMNT BILLE BR NSK CANADA INC MFC2.3/4,BRG BALL FLANGE NSK CANADA INC MFC2.3/4,38/39,NSK CANADA INC / MFC2.3/4,v527,PROD,90015329,
361,3411,MARTIN SPROCKET AND GEAR CDNA,80SK16,90015330,,,,PIGNON MARTIN SPROCKET &GEAR 80SK16,SPROCKET MARTIN SPROCKET & GEAR 80SK16,35/38,MARTIN SPROCKET AND GEAR CDNA / 80SK16,v527,PROD,90015330,
361,3411,NORGREN,R91W-2AK-NEN,90015331,,,,REGULATEUR EAU NORGREN R91W-2AK-NEN,REGULATOR WATER NORGREN R91W-2AK-NEN,35/36,NORGREN / R91W-2AK-NEN,v527,PROD,90015331,
361,3411,INNOVATIVE CONTROL SOLUTIONS,45A-L00-DAAJ-1FM,90015332,,,,VALVE INNOVATIVE CTRL 45A-L00-DAAJ-1FM,VALVE INNOVATIVE CTRL 45A-L00-DAAJ-1FM,38/38,INNOVATIVE CONTROL SOLUTIONS / 45A-L00-DAAJ-1FM,v527,PROD,90015332,
361,2241,TIMKEN CANADA LP,471649,90014908,,,,JOINT D'HUILE TIMKEN CANADA LP 471649,SEAL OIL TIMKEN CANADA LP 471649,37/32,TIMKEN CANADA LP / 471649,V532,PROD,90014908,
361,2241,TIMKEN CANADA LP,471787,90014909,,,,JOINT D'HUILE TIMKEN CANADA LP 471787,SEAL OIL TIMKEN CANADA LP 471787,37/32,TIMKEN CANADA LP / 471787,V532,PROD,90014909,
361,2241,TIMKEN CANADA LP,471984,90014910,,,,JOINT D'HUILE TIMKEN CANADA LP 471984,SEAL OIL TIMKEN CANADA LP 471984,37/32,TIMKEN CANADA LP / 471984,V532,PROD,90014910,
361,2241,TIMKEN CANADA LP,29520B  ,,,,,RLMNT CONIQUE TIMKEN CANADA LP 29520B,BRG ROLL CUP TIMKEN CANADA LP 29520B,37/36,TIMKEN CANADA LP / 29520B  ,V532,PROD,90014911,
361,2241,SKF CANADA,CR 25091  ,,,,,JOINT D'HUILE SKF CANADA CR 25091,SEAL OIL NITRILE SKF CANADA CR 25091,33/36,SKF CANADA / CR 25091  ,V532,PROD,90014912,
361,2241,TIMKEN CANADA LP,363D  ,,,,,RLMNT CONIQUE TIMKEN CANADA LP 363D,BRG ROLL CUP TIMKEN CANADA LP 363D,35/34,TIMKEN CANADA LP / 363D  ,V532,PROD,90014913,
361,2241,TIMKEN CANADA LP,384D  ,,,,,RLMNT CONIQUE TIMKEN CANADA LP 384D,BRG ROLL CUP TIMKEN CANADA LP 384D,35/34,TIMKEN CANADA LP / 384D  ,V532,PROD,90014914,
361,2241,TIMKEN CANADA LP,3420,90014915,,,,RLMNT CONIQUE TIMKEN CANADA LP 3420,BRG ROLL CUP TIMKEN CANADA LP 3420,35/34,TIMKEN CANADA LP / 3420,V532,PROD,90014915,
361,2241,TIMKEN CANADA LP,3478,90014916,,,,RLMNT CONIQUE CONE TIMKEN CANADA LP 3478,BRG ROLL CONE TIMKEN CANADA LP 3478,40/35,TIMKEN CANADA LP / 3478,V532,PROD,90014916,
361,2241,TIMKEN CANADA LP,3720,90014917,,,,RLMNT CONIQUE TIMKEN CANADA LP 3720,BRG ROLL CUP TIMKEN CANADA LP 3720,35/34,TIMKEN CANADA LP / 3720,V532,PROD,90014917,
361,2241,TIMKEN CANADA LP,3729D  ,,,,,RLMNT CONIQUE TIMKEN CANADA LP 3729D,BRG ROLL CUP TIMKEN CANADA LP 3729D,36/35,TIMKEN CANADA LP / 3729D  ,V532,PROD,90014918,
361,2241,TIMKEN CANADA LP,3767,90014919,,,,RLMNT CONIQUE CONE TIMKEN CANADA LP 3767,BRG ROLL CONE TIMKEN CANADA LP 3767,40/35,TIMKEN CANADA LP / 3767,V532,PROD,90014919,
361,2241,TIMKEN CANADA LP,3784,90014920,,,,RLMNT CONIQUE CONE TIMKEN CANADA LP 3784,BRG ROLL CONE TIMKEN CANADA LP 3784,40/35,TIMKEN CANADA LP / 3784,V532,PROD,90014920,
361,2241,TIMKEN CANADA LP,3820,90014921,,,,RLMNT CONIQUE TIMKEN CANADA LP 3820,BRG ROLL CUP TIMKEN CANADA LP 3820,35/34,TIMKEN CANADA LP / 3820,V532,PROD,90014921,
361,2241,TIMKEN CANADA LP,3872,90014922,,,,RLMNT CONIQUE CONE TIMKEN CANADA LP 3872,BRG ROLL CONE TIMKEN CANADA LP 3872,40/35,TIMKEN CANADA LP / 3872,V532,PROD,90014922,
361,2241,TIMKEN CANADA LP,572D  ,,,,,RLMNT CONIQUE TIMKEN CANADA LP 572D,BRG ROLL CUP TIMKEN CANADA LP 572D,35/34,TIMKEN CANADA LP / 572D  ,V532,PROD,90014923,
361,2241,TIMKEN CANADA LP,594,90014924,,,,RLMNT CONIQUE CONE TIMKEN CANADA LP 594,BRG ROLL CONE TIMKEN CANADA LP 594,39/34,TIMKEN CANADA LP / 594,V532,PROD,90014924,
361,2241,TIMKEN CANADA LP,592D  ,,,,,RLMNT CONIQUE TIMKEN CANADA LP 592D,BRG ROLL CUP TIMKEN CANADA LP 592D,35/34,TIMKEN CANADA LP / 592D  ,V532,PROD,90014925,
361,2241,KOYO CANADA INC,NTA-1625  ,,,,,RLMNT BUTÉ AIGUILLE KOYO CA INC NTA-1625,BRG THRUST NEEDLE KOYO CA INC NTA-1625,40/38,KOYO CANADA INC / NTA-1625  ,V532,PROD,90014926,
361,2241,RINGBALL CORPORATION,BHA-1616  ,,,,,RLMNT AIGUILLE RINGBALL CORPO BHA-1616,BRG NEEDLE RINGBALL CORPO BHA-1616,38/34,RINGBALL CORPORATION / BHA-1616  ,V532,PROD,90014927,
361,2241,KOYO CANADA INC,B-108  ,,,,,RLMNT AIGUILLE KOYO CANADA INC B-108,BRG NEEDLE D CUP KOYO CANADA INC B-108,36/38,KOYO CANADA INC / B-108  ,V532,PROD,90014928,
361,2241,KOYO CANADA INC,BK1512B  ,,,,,RLMNT AIGUILLE KOYO CANADA INC BK1512B,BRG NEEDLE D CUP KOYO CANADA INC BK1512B,38/40,KOYO CANADA INC / BK1512B  ,V532,PROD,90014929,
361,2241,KOYO CANADA INC,B-1612  ,,,,,RLMNT AIGUILLE KOYO CANADA INC B-1612,BRG NEEDLE D CUP KOYO CANADA INC B-1612,37/39,KOYO CANADA INC / B-1612  ,V532,PROD,90014930,
